Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,Maximum Operating Temperature,Thermal Conductivity,Product,Type,Package / Case,Material,Breakdown Voltage,Color,Minimum Operating Temperature,Length,Width,Thickness,Tensile Strength,Flammability Rating,Series,Packaging
951-G3500S3500601200,GF3500S35-00-60-1200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Non-Stocked Lead-Time 5 Weeks,"$1,309.66",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-1200CC?qs=byeeYqUIh0NLCpRyYvJZrQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-1200CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-LBSA20000700600C,LBSA2000-07-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-BOND-TLB-SA2000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,348.72",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/LBSA2000-07-00-600CC?qs=byeeYqUIh0M9dI65mXjmIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LBSA2000-07-00-600CC&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Liquid Adhesive,,,Silicone Elastomer,,Yellow,- 60 C,,,,,UL 94 V-0,SA 2000 / TLB SA2000,
951-TIC40000000600CC,TIC4000-00-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-TGR-4000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$15,607.75",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TIC4000-00-00-600CC?qs=byeeYqUIh0Mw%252BDYC8trh1A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TIC4000-00-00-600CC&utm_content=Bergquist-Company,+ 150 C,4 W/m-K,Thermally Conductive Liquid Adhesive,,,Silicone Elastomer,,Gray,,,,,,,TIC 4000 / TGR 4000,
951-GP2202S003001918,GP2202SF-0.030-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2202SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$209.27,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2202SF-0.030-01-0918?qs=qSfuJ%252Bfl%2Fd6qx%2F33T7XEoA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2202SF-0.030-01-0918&utm_content=Bergquist-Company,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone-Free Metal Oxide,,Gray,- 40 C,457.2 mm,228.6 mm,0.762 mm,,UL 94 V-0,2202SF / TGP 2202SF,
951-GP2202S012501918,GP2202SF-0.125-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2202SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$541.73,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2202SF-0.125-01-0918?qs=qSfuJ%252Bfl%2Fd6LgBnqn%252BVC%252BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2202SF-0.125-01-0918&utm_content=Bergquist-Company,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone-Free Metal Oxide,,Gray,- 40 C,457.2 mm,228.6 mm,3.175 mm,,UL 94 V-0,2202SF / TGP 2202SF,
951-G3500S3500601200,GF3500S35-00-60-1200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Non-Stocked Lead-Time 5 Weeks,"$1,309.66",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-1200CC?qs=byeeYqUIh0NLCpRyYvJZrQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-1200CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-LBSA20000700600C,LBSA2000-07-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-BOND-TLB-SA2000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,348.72",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/LBSA2000-07-00-600CC?qs=byeeYqUIh0M9dI65mXjmIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LBSA2000-07-00-600CC&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Liquid Adhesive,,,Silicone Elastomer,,Yellow,- 60 C,,,,,UL 94 V-0,SA 2000 / TLB SA2000,
951-SP20000.010AC102,SP2000-0.010-AC-102,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,Non-Stocked Lead-Time 10 Weeks,$1.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/SP2000-0.010-AC-102?qs=unwgFEO1A6sPxIRboNlrtA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SP2000-0.010-AC-102&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Thermally Conductive Insulator,Thermal Pad,,Silicone Elastomer,4 kVAC,White,- 60 C,304.8 mm,304.8 mm,0.508 mm,50 psi,UL 94 V-0,2000 / TSP 3500,
951-2168238,2168238,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3500LVO-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,241.89",,,https://www.mouser.com/ProductDetail/Bergquist-Company/2168238?qs=B6kkDfuK7%2FCp%252B74ZtlL5MQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2168238&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Gap Filler,Liquid Gap Filler,,,,Blue,- 60 C,,,,,UL94 V-0,3500LV / TGF 3500LVO,
951-2413730,2413730,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$1.38,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2413730?qs=B6kkDfuK7%2FCY7WAQnC6VOw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2413730&utm_content=Bergquist-Company,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Blue,- 60 C,406.4 mm,203.2 mm,,16 psi,UL 94 V-0,HC 3.0 / TGP HC3000,
951-TGP6ULM.12512816,TGP6000ULM-0.125-12-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-6000ULM-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$561.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGP6000ULM-0.125-12-0816?qs=wnTfsH77Xs78SFeM8XFPig%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGP6000ULM-0.125-12-0816&utm_content=Bergquist-Company,+ 200 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Fiberglass,5 kVAC,Gray,- 60 C,406.4 mm,203.2 mm,3.175 mm,6 psi,UL 94 V-0,TGP 6000ULM,
951-LF3800LVO00600CC,LF3800LVO-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-FORM-TLF-3800LVO-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$374.25,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/LF3800LVO-00-600CC?qs=rI7uf1IzohSchhwCvi9Rbg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LF3800LVO-00-600CC&utm_content=Bergquist-Company,+ 200 C,3.8 W/m-K,Thermal Management,Liqui Form,,,,Gray,- 60 C,,,,,UL94 V-0,TLF LF3800LVO / TLF 3800LVO,
951-GP2000S4002-0816,GP2000S40-0.020-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2000-en_GL.pdf,Non-Stocked Lead-Time 7 Weeks,$151.04,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2000S40-0.020-02-0816?qs=KYKjgosl6jUd45JxuDw50w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2000S40-0.020-02-0816&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Gray,- 60 C,406.4 mm,203.2 mm,0.508 mm,45 psi,UL 94 V-0,2000S40 / TGP 2000,
951-GF3500S350060200,GF3500S35-00-60-200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Non-Stocked Lead-Time 6 Weeks,$251.72,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-200CC?qs=byeeYqUIh0O3wcghPK%2F2Mw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-200CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-2165833,2165833,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-2200-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$325.80,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2165833?qs=iLbezkQI%252BsjKuGmjmabuVw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2165833&utm_content=Bergquist-Company,+ 180 C,2.2 W/m-K,Elastomeric Pad,,,Silicone,6 kVAC,Green,- 60 C,,,0.305 mm,10 MPa,UL 94 V-0,1750 / TSP 2200,
951-2167245,2167245,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1500-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$4,620.73",,,https://www.mouser.com/ProductDetail/Bergquist-Company/2167245?qs=iLbezkQI%252BsiH8uuV2mFX9g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2167245&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Insulator,,,,4 kV,Green,- 60 C,,,0.254 mm,7 MPa,UL 94 V-0,1500 / TSP 1500,
951-2167683,2167683,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1500-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$1.16,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2167683?qs=TuK3vfAjtkXL7pYnFvCrcA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2167683&utm_content=Bergquist-Company,+ 180 C,2 W/m-K,Insulators,,,Silicone,6 kVAC,Green,- 60 C,,,0.254 mm,,UL 94 V-0,1500 / TSP 1500,
951-2191948,2191948,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,Non-Stocked Lead-Time 8 Weeks,$80.23,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2191948?qs=TuK3vfAjtkUSwCKWYOLZYw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2191948&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Thermally Conductive Insulator,,,Silicone Elastomer,4 kVAC,White,- 60 C,,,0.508 mm,,UL 94 V-0,2000 / TSP 3500,
951-GF4500CVO240400C,GF4500CVO-00-240-400CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-4500CVO-en_GL.pdf,Non-Stocked Lead-Time 6 Weeks,$195.85,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF4500CVO-00-240-400CC?qs=A6eO%252BMLsxmT8tD0qi7q7Qg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF4500CVO-00-240-400CC&utm_content=Bergquist-Company,+ 200 C,4.5 W/m-K,Thermally Conductive Liquid Gap Filler,Liquid Gap Filler,,Silicone Elastomer,,"Pink, White",- 60 C,,,,,UL 94 V-0,4500CV / TGF 4500CVO,
951-TGF3000S15001200,TGF3000SF-00-1500-1200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3000SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$861.97,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGF3000SF-00-1500-1200CC?qs=XAiT9M5g4x9KW5WErtTpbg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF3000SF-00-1500-1200CC&utm_content=Bergquist-Company,+ 100 C,3 W/m-K,Thermally Conductive Liquid Gap Filler,Liquid Gap Filler,,Silicone-Free,,Blue,- 40 C,,,6.35 mm,,UL 94 V-0,TGF 3000SF,
951-TGF3000SF1500200,TGF3000SF-00-1500-200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3000SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$138.69,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGF3000SF-00-1500-200CC?qs=XAiT9M5g4x%252Bw1XsUfo%2F9SQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF3000SF-00-1500-200CC&utm_content=Bergquist-Company,+ 100 C,3 W/m-K,Thermally Conductive Liquid Gap Filler,Liquid Gap Filler,,Silicone-Free,,Blue,- 40 C,,,6.35 mm,,UL 94 V-0,TGF 3000SF,
951-2792891,2792891,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-A3000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$16.63,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/2792891?qs=t7xnP681wgUBpt31JlzVhA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2792891&utm_content=Bergquist-Company,+ 200 C,3 W/m-K,Thermally Conductive Insulator,,,Silicone Elastomer,4 kVAC,White,- 60 C,,,0.508 mm,,UL 94 V-0,A2000 / TSP A3000,
951-GP3004SF19010918,GP3004SF-0.019-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3004SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$222.36,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3004SF-0.019-01-0918?qs=Znm5pLBrcALF77OGHoWUPQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3004SF-0.019-01-0918&utm_content=Bergquist-Company,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone-Free,6 kVAC,Gray (Light Gray),- 40 C,457.2 mm,228.6 mm,0.482 mm,,UL 94 V-0,3004SF / TGP 3004SF,
951-THF5UT.008021175,THF5000UT-0.008-02-11/75,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_HI_FLOW_THF_5000UT_en_GL-3401068.pdf,Non-Stocked Lead-Time 10 Weeks,"$2,885.21",RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Bergquist-Company/THF5000UT-0.008-02-11-75?qs=dbcCsuKDzFVoPQHWAObrXw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=THF5000UT-0.008-02-11%2F75&utm_content=Bergquist-Company,+ 150 C,5.3 W/m-K,Thermal Interface Products,Phase Change Material,,,,,- 40 C,,,0.203 mm,,UL94 V-0,THF 5000UT,
951-THF5UT.012021175,THF5000UT-0.012-02-11/75,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_HI_FLOW_THF_5000UT_en_GL-3401068.pdf,Non-Stocked Lead-Time 10 Weeks,"$3,815.70",RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Bergquist-Company/THF5000UT-0.012-02-11-75?qs=dbcCsuKDzFVvdFLCp%2F5ZMg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=THF5000UT-0.012-02-11%2F75&utm_content=Bergquist-Company,+ 150 C,5.3 W/m-K,Thermal Interface Products,Phase Change Material,,,,,- 40 C,,,3.07 mm,,UL94 V-0,THF 5000UT,
951-GF4000-1024050CC,GF4000-10-240-50CC,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_GAP_FILLER_TGF_4000_en_GL-3377447.pdf,Non-Stocked Lead-Time 6 Weeks,$88.95,RoHS Compliant,New At Mouser,https://www.mouser.com/ProductDetail/Bergquist-Company/GF4000-10-240-50CC?qs=mELouGlnn3etFrj%2F2aIEoQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF4000-10-240-50CC&utm_content=Bergquist-Company,+ 200 C,4 W/m-K,Thermally Conductive Liquid Gap Filler,Liquid Gap Filler,,Silicone Elastomer,,"Blue, White",- 60 C,,,,,UL 94 V-0,4000 / TGF 4000,
951-TIC4000000025CC,TIC4000-00-00-25CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-TGR-4000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,387.77",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TIC4000-00-00-25CC?qs=byeeYqUIh0OtAVymY5e5%252BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TIC4000-00-00-25CC&utm_content=Bergquist-Company,+ 150 C,4 W/m-K,Thermally Conductive Liquid Adhesive,,,Silicone Elastomer,,Gray,,,,,,,TIC 4000 / TGR 4000,
951-GP2202S003001918,GP2202SF-0.030-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2202SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$209.27,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2202SF-0.030-01-0918?qs=qSfuJ%252Bfl%2Fd6qx%2F33T7XEoA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2202SF-0.030-01-0918&utm_content=Bergquist-Company,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone-Free Metal Oxide,,Gray,- 40 C,457.2 mm,228.6 mm,0.762 mm,,UL 94 V-0,2202SF / TGP 2202SF,
951-GP2202S012501918,GP2202SF-0.125-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2202SF-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$541.73,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2202SF-0.125-01-0918?qs=qSfuJ%252Bfl%2Fd6LgBnqn%252BVC%252BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2202SF-0.125-01-0918&utm_content=Bergquist-Company,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone-Free Metal Oxide,,Gray,- 40 C,457.2 mm,228.6 mm,3.175 mm,,UL 94 V-0,2202SF / TGP 2202SF,
951-G3500S3500601200,GF3500S35-00-60-1200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Non-Stocked Lead-Time 5 Weeks,"$1,309.66",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-1200CC?qs=byeeYqUIh0NLCpRyYvJZrQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-1200CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-LBSA20000700600C,LBSA2000-07-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-BOND-TLB-SA2000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,348.72",RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/LBSA2000-07-00-600CC?qs=byeeYqUIh0M9dI65mXjmIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LBSA2000-07-00-600CC&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Liquid Adhesive,,,Silicone Elastomer,,Yellow,- 60 C,,,,,UL 94 V-0,SA 2000 / TLB SA2000,
951-SP20000.010AC102,SP2000-0.010-AC-102,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,Non-Stocked Lead-Time 10 Weeks,$1.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/SP2000-0.010-AC-102?qs=unwgFEO1A6sPxIRboNlrtA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SP2000-0.010-AC-102&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Thermally Conductive Insulator,Thermal Pad,,Silicone Elastomer,4 kVAC,White,- 60 C,304.8 mm,304.8 mm,0.508 mm,50 psi,UL 94 V-0,2000 / TSP 3500,
951-2168238,2168238,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3500LVO-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$1,241.89",,,https://www.mouser.com/ProductDetail/Bergquist-Company/2168238?qs=B6kkDfuK7%2FCp%252B74ZtlL5MQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2168238&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Gap Filler,Liquid Gap Filler,,,,Blue,- 60 C,,,,,UL94 V-0,3500LV / TGF 3500LVO,
951-2413730,2413730,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$1.38,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2413730?qs=B6kkDfuK7%2FCY7WAQnC6VOw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2413730&utm_content=Bergquist-Company,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Blue,- 60 C,406.4 mm,203.2 mm,,16 psi,UL 94 V-0,HC 3.0 / TGP HC3000,
951-TGP6ULM.12512816,TGP6000ULM-0.125-12-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-6000ULM-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$561.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGP6000ULM-0.125-12-0816?qs=wnTfsH77Xs78SFeM8XFPig%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGP6000ULM-0.125-12-0816&utm_content=Bergquist-Company,+ 200 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Fiberglass,5 kVAC,Gray,- 60 C,406.4 mm,203.2 mm,3.175 mm,6 psi,UL 94 V-0,TGP 6000ULM,
951-LF3800LVO00600CC,LF3800LVO-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-FORM-TLF-3800LVO-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$374.25,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/LF3800LVO-00-600CC?qs=rI7uf1IzohSchhwCvi9Rbg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LF3800LVO-00-600CC&utm_content=Bergquist-Company,+ 200 C,3.8 W/m-K,Thermal Management,Liqui Form,,,,Gray,- 60 C,,,,,UL94 V-0,TLF LF3800LVO / TLF 3800LVO,
951-GP2000S4002-0816,GP2000S40-0.020-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2000-en_GL.pdf,Non-Stocked Lead-Time 7 Weeks,$151.04,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2000S40-0.020-02-0816?qs=KYKjgosl6jUd45JxuDw50w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2000S40-0.020-02-0816&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Gray,- 60 C,406.4 mm,203.2 mm,0.508 mm,45 psi,UL 94 V-0,2000S40 / TGP 2000,
951-GF3500S350060200,GF3500S35-00-60-200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Non-Stocked Lead-Time 6 Weeks,$251.72,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-200CC?qs=byeeYqUIh0O3wcghPK%2F2Mw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-200CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-2165833,2165833,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-2200-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$325.80,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2165833?qs=iLbezkQI%252BsjKuGmjmabuVw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2165833&utm_content=Bergquist-Company,+ 180 C,2.2 W/m-K,Elastomeric Pad,,,Silicone,6 kVAC,Green,- 60 C,,,0.305 mm,10 MPa,UL 94 V-0,1750 / TSP 2200,
951-2167245,2167245,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1500-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,"$4,620.73",,,https://www.mouser.com/ProductDetail/Bergquist-Company/2167245?qs=iLbezkQI%252BsiH8uuV2mFX9g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2167245&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Insulator,,,,4 kV,Green,- 60 C,,,0.254 mm,7 MPa,UL 94 V-0,1500 / TSP 1500,
951-2167683,2167683,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1500-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,$1.16,,,https://www.mouser.com/ProductDetail/Bergquist-Company/2167683?qs=TuK3vfAjtkXL7pYnFvCrcA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2167683&utm_content=Bergquist-Company,+ 180 C,2 W/m-K,Insulators,,,Silicone,6 kVAC,Green,- 60 C,,,0.254 mm,,UL 94 V-0,1500 / TSP 1500,
